Code Domaine,Domaine,Code zone,Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","312"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","0"
"FBS","Bilans Alimentaires (2010-)","58","?quateur","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2019","2019","Milliers de tonnes","313"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","1631"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","188"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2019","2019","Milliers de tonnes","1571"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","20"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","25"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2019","2019","Milliers de tonnes","29"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","6"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","2"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2019","2019","Milliers de tonnes","8"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","22858"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","123"
"FBS","Bilans Alimentaires (2010-)","231","?tats-Unis d'Am?rique","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2019","2019","Milliers de tonnes","19295"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","77"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","1"
"FBS","Bilans Alimentaires (2010-)","238","?thiopie","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2019","2019","Milliers de tonnes","78"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","4606"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","232"
"FBS","Bilans Alimentaires (2010-)","185","F?d?ration de Russie","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2019","2019","Milliers de tonnes","4608"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","35"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","5"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2019","2019","Milliers de tonnes","39"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","139"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","17"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2019","2019","Milliers de tonnes","117"
"FBS","Bilans Alimentaires (2010-)","68","France","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","1660"
"FBS","Bilans Alimentaires (2010-)","68","France","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","541"
"FBS","Bilans Alimentaires (2010-)","68","France","5301","Disponibilit? int?rieure","2734","Viande de Volailles","2019","2019","Milliers de tonnes","1605"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","5511","Production","2734","Viande de Volailles","2019","2019","Milliers de tonnes","4"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","5611","Importations - Quantit?","2734","Viande de Volailles","2019","2019","Milliers de tonnes","72"
