Code Domaine,Domaine,Code zone,Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur
"FBS","Bilans Alimentaires (2010-)","35","Cabo Verde","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","25.98"
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2700"
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","65.53"
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","210"
"FBS","Bilans Alimentaires (2010-)","115","Cambodge","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","18.72"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2770"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","72.03"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","114"
"FBS","Bilans Alimentaires (2010-)","32","Cameroun","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","11.01"
"FBS","Bilans Alimentaires (2010-)","33","Canada","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3539"
"FBS","Bilans Alimentaires (2010-)","33","Canada","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","108.55"
"FBS","Bilans Alimentaires (2010-)","33","Canada","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","960"
"FBS","Bilans Alimentaires (2010-)","33","Canada","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","61.12"
"FBS","Bilans Alimentaires (2010-)","40","Chili","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3078"
"FBS","Bilans Alimentaires (2010-)","40","Chili","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","93.87"
"FBS","Bilans Alimentaires (2010-)","40","Chili","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","792"
"FBS","Bilans Alimentaires (2010-)","40","Chili","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","49.55"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3236"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","129.45"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1303"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","96.65"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3312"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","107.31"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1058"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","69.17"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3347"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","105.3"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","752"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","41.25"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2958"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","85.96"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","693"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","45.44"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3046"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","92.38"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","686"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","46.4"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2992"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","72.72"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","559"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","38.08"
"FBS","Bilans Alimentaires (2010-)","45","Comores","664","Disponibilit? alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2285"
"FBS","Bilans Alimentaires (2010-)","45","Comores","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","57.57"
"FBS","Bilans Alimentaires (2010-)","45","Comores","664","Disponibilit? alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","184"
